# n time_ms
32 2.77094
64 2.82125
128 2.80682
256 2.72045
512 2.72179
1024 2.80269
2048 2.81907
4096 2.8631
8192 2.86515
16384 2.9561
32768 2.88086
65536 2.81763
131072 3.09674
262144 3.46522
524288 4.1048
1048576 4.37514
